timestamp,temperature,pressure,vibration,humidity,voltage,label
2024-01-01 00:00:00,25.152,1015.638,0.5183,54.727,219.07,0
2024-01-01 00:01:00,24.511,1015.467,0.5506,57.488,220.625,0
2024-01-01 00:02:00,25.438,1016.347,0.5306,56.882,220.965,0
2024-01-01 00:03:00,25.565,1016.201,0.5204,55.79,220.945,0
2024-01-01 00:04:00,24.15,1014.876,0.5246,58.046,220.255,0
2024-01-01 00:05:00,24.506,1016.898,0.6099,53.469,220.182,0
2024-01-01 00:06:00,25.252,1015.924,0.5633,57.3,220.587,0
2024-01-01 00:07:00,25.062,1015.111,0.613,59.217,220.374,0
2024-01-01 00:08:00,25.243,1016.95,0.6426,58.956,220.622,0
2024-01-01 00:09:00,24.856,1016.499,0.5647,57.389,220.294,0
2024-01-01 00:10:00,25.754,1014.987,0.5619,56.36,220.943,0
2024-01-01 00:11:00,25.734,1017.42,0.5218,55.866,218.483,0
2024-01-01 00:12:00,25.41,1016.525,0.5511,56.373,219.989,0
2024-01-01 00:13:00,25.972,1015.989,0.5343,57.651,218.747,0
2024-01-01 00:14:00,25.673,1017.269,0.6416,55.633,220.417,0
2024-01-01 00:15:00,25.041,1016.124,0.5351,57.987,221.793,0
2024-01-01 00:16:00,25.686,1015.974,0.5403,60.059,219.687,0
2024-01-01 00:17:00,25.054,1015.467,0.6486,56.774,220.298,0
2024-01-01 00:18:00,26.004,1016.461,0.7172,54.858,220.937,0
2024-01-01 00:19:00,25.571,1016.376,0.5735,54.865,218.123,0
2024-01-01 00:20:00,25.535,1016.006,0.5663,58.055,219.679,0
2024-01-01 00:21:00,25.318,1015.361,0.543,56.808,220.575,0
2024-01-01 00:22:00,26.301,1016.097,0.6006,58.221,217.324,0
2024-01-01 00:23:00,25.643,1015.936,0.5631,56.112,219.254,0
2024-01-01 00:24:00,25.537,,0.5678,58.166,221.342,0
2024-01-01 00:25:00,25.606,1014.813,0.5644,56.691,221.254,0
2024-01-01 00:26:00,26.08,1016.442,0.5643,55.837,220.635,0
2024-01-01 00:27:00,26.027,1013.908,0.5499,56.342,221.153,0
2024-01-01 00:28:00,26.082,1016.153,0.7445,55.155,220.496,0
2024-01-01 00:29:00,26.122,1015.605,0.6022,59.942,220.846,0
2024-01-01 00:30:00,27.008,1017.033,0.7403,56.821,219.985,0
2024-01-01 00:31:00,25.765,1015.591,0.7636,57.94,220.426,0
2024-01-01 00:32:00,,1016.512,0.5624,56.175,219.688,0
2024-01-01 00:33:00,25.623,1015.666,0.5735,55.41,221.594,0
2024-01-01 00:34:00,26.369,1016.074,0.6179,56.644,221.862,0
2024-01-01 00:35:00,26.656,1016.571,0.563,58.654,221.73,0
2024-01-01 00:36:00,26.065,1015.611,0.6717,56.228,219.952,0
2024-01-01 00:37:00,25.732,1016.777,0.5769,55.711,219.416,0
2024-01-01 00:38:00,25.771,1015.184,0.5683,57.257,221.657,0
2024-01-01 00:39:00,26.539,1016.213,0.574,57.78,220.934,0
2024-01-01 00:40:00,26.616,1016.714,0.5521,59.503,220.728,0
2024-01-01 00:41:00,26.546,1016.503,0.5675,57.576,219.776,0
2024-01-01 00:42:00,25.972,1017.507,4.6946,58.019,220.845,1
2024-01-01 00:43:00,26.451,1015.362,0.5782,58.139,219.344,0
2024-01-01 00:44:00,26.424,1014.868,0.5762,55.337,221.073,0
2024-01-01 00:45:00,26.505,1015.175,0.5986,55.629,221.828,0
2024-01-01 00:46:00,26.862,1016.497,0.5975,55.455,222.09,0
2024-01-01 00:47:00,26.568,1016.366,0.5619,55.09,221.177,0
2024-01-01 00:48:00,26.825,1016.048,0.6104,58.288,219.096,0
2024-01-01 00:49:00,26.55,1015.066,0.5638,57.537,220.685,0
2024-01-01 00:50:00,26.69,1016.577,0.5702,57.228,222.637,0
2024-01-01 00:51:00,26.891,1014.982,0.5628,53.227,219.639,0
2024-01-01 00:52:00,25.877,1016.887,0.6376,60.206,220.458,0
2024-01-01 00:53:00,26.475,1018.244,0.6248,55.788,221.94,0
2024-01-01 00:54:00,26.43,1016.25,0.5845,60.214,221.154,0
2024-01-01 00:55:00,26.375,1016.422,0.6179,54.969,223.026,0
2024-01-01 00:56:00,26.586,1015.559,0.6761,55.931,219.823,0
2024-01-01 00:57:00,27.501,1014.504,0.5751,53.852,219.576,0
2024-01-01 00:58:00,26.35,1015.468,0.5904,57.707,221.799,0
2024-01-01 00:59:00,27.296,1015.074,0.5731,55.518,219.389,0
2024-01-01 01:00:00,26.0,1014.789,0.5693,55.567,220.398,0
2024-01-01 01:01:00,26.703,1017.323,0.578,55.125,220.538,0
2024-01-01 01:02:00,26.981,1016.162,0.6204,58.356,221.65,0
2024-01-01 01:03:00,27.222,1016.245,0.6108,58.264,221.237,0
2024-01-01 01:04:00,27.313,1015.692,0.5983,59.921,221.09,0
2024-01-01 01:05:00,27.383,1015.799,0.6173,56.181,220.24,0
2024-01-01 01:06:00,26.841,1016.707,0.668,57.545,221.867,0
2024-01-01 01:07:00,26.813,1015.908,0.6165,55.289,224.687,0
2024-01-01 01:08:00,27.502,1016.356,0.6449,56.727,221.362,0
2024-01-01 01:09:00,27.006,1015.773,0.6082,56.457,220.78,0
2024-01-01 01:10:00,26.492,1015.654,0.5793,57.939,219.392,0
2024-01-01 01:11:00,26.592,1014.8,0.6045,58.774,220.062,0
2024-01-01 01:12:00,26.727,1014.341,0.6765,58.742,220.495,0
2024-01-01 01:13:00,27.463,1015.712,0.6252,55.997,220.183,0
2024-01-01 01:14:00,27.314,1015.964,0.808,58.765,220.711,0
2024-01-01 01:15:00,27.616,1014.888,0.6307,57.208,222.515,0
2024-01-01 01:16:00,27.085,1015.887,0.6636,56.793,221.993,0
2024-01-01 01:17:00,27.406,1015.956,0.6727,56.224,220.596,0
2024-01-01 01:18:00,27.667,1014.185,0.6216,56.453,219.556,0
2024-01-01 01:19:00,27.228,1015.176,0.6161,59.912,222.111,0
2024-01-01 01:20:00,27.638,1016.231,0.6344,57.766,220.734,0
2024-01-01 01:21:00,27.106,1016.213,0.6731,57.573,219.066,0
2024-01-01 01:22:00,27.283,1014.978,0.6554,56.924,221.514,0
2024-01-01 01:23:00,27.301,1016.025,0.6522,60.992,221.836,0
2024-01-01 01:24:00,26.921,1016.714,0.5958,59.287,218.394,0
2024-01-01 01:25:00,27.79,1016.515,0.6137,56.254,220.005,0
2024-01-01 01:26:00,27.339,1015.815,0.6489,56.931,220.728,0
2024-01-01 01:27:00,27.607,1015.514,0.6215,57.026,221.582,0
2024-01-01 01:28:00,27.867,1015.382,0.7159,57.572,220.341,0
2024-01-01 01:29:00,27.877,1016.258,0.5929,56.307,220.033,0
2024-01-01 01:30:00,52.887,1016.037,0.6091,58.023,221.602,1
2024-01-01 01:31:00,27.658,1016.382,0.5936,59.549,220.415,0
2024-01-01 01:32:00,27.522,1015.981,0.6091,55.406,221.435,0
2024-01-01 01:33:00,27.72,1016.528,0.5927,55.69,219.79,0
2024-01-01 01:34:00,26.942,1015.946,0.7976,56.664,219.558,0
2024-01-01 01:35:00,27.088,1016.495,0.643,56.739,221.675,0
2024-01-01 01:36:00,27.176,1016.561,0.6372,60.398,221.181,0
2024-01-01 01:37:00,27.365,1015.218,0.639,58.908,221.86,0
2024-01-01 01:38:00,28.089,1014.412,0.6139,58.828,220.414,0
2024-01-01 01:39:00,27.462,1017.091,0.6046,57.021,220.16,0
2024-01-01 01:40:00,27.751,1016.058,0.6495,56.993,222.325,0
2024-01-01 01:41:00,28.615,1014.479,0.6029,55.251,219.45,0
2024-01-01 01:42:00,27.813,1015.276,0.5985,58.607,222.233,0
2024-01-01 01:43:00,28.385,1016.462,,58.176,222.311,0
2024-01-01 01:44:00,27.574,1015.617,0.6431,59.374,,0
2024-01-01 01:45:00,27.963,1015.428,0.6018,57.134,220.32,0
2024-01-01 01:46:00,27.616,1016.956,0.6893,57.243,220.2,0
2024-01-01 01:47:00,27.946,1014.994,0.6389,57.717,220.815,0
2024-01-01 01:48:00,28.56,1015.19,0.7318,58.805,219.739,0
2024-01-01 01:49:00,27.301,1015.995,0.6002,55.267,220.081,0
2024-01-01 01:50:00,28.406,1016.135,0.599,58.582,221.696,0
2024-01-01 01:51:00,28.331,1016.216,0.6137,57.452,221.709,0
2024-01-01 01:52:00,27.94,1016.545,0.6004,55.9,220.018,0
2024-01-01 01:53:00,27.537,1015.972,0.6795,54.367,221.752,0
2024-01-01 01:54:00,28.32,1016.201,0.6649,57.294,221.539,0
2024-01-01 01:55:00,28.043,1015.599,0.6259,59.676,222.603,0
2024-01-01 01:56:00,28.448,1015.853,0.6094,60.021,221.671,0
2024-01-01 01:57:00,28.366,1015.885,0.6398,58.048,222.169,0
2024-01-01 01:58:00,29.179,1015.968,0.6405,98.574,221.595,1
2024-01-01 01:59:00,28.281,1016.411,0.6798,57.46,222.107,0
2024-01-01 02:00:00,27.912,1016.233,0.6103,58.96,219.848,0
2024-01-01 02:01:00,28.537,1046.27,0.6686,56.858,221.022,1
2024-01-01 02:02:00,28.58,1015.135,0.6584,56.768,221.113,0
2024-01-01 02:03:00,29.172,1015.833,0.6285,56.529,220.916,0
2024-01-01 02:04:00,28.932,1015.753,0.6026,54.459,221.612,0
2024-01-01 02:05:00,28.715,1015.926,0.6062,59.486,221.81,0
2024-01-01 02:06:00,29.291,1017.533,0.6056,56.598,221.576,0
2024-01-01 02:07:00,27.987,1015.345,0.6394,56.363,221.015,0
2024-01-01 02:08:00,28.283,1016.098,0.6962,95.69,220.465,1
2024-01-01 02:09:00,28.161,1016.612,0.6541,57.268,222.306,0
2024-01-01 02:10:00,28.451,1015.831,0.6134,60.225,221.566,0
2024-01-01 02:11:00,27.979,1017.62,0.6473,60.725,220.206,0
2024-01-01 02:12:00,29.007,1015.443,0.6569,55.098,221.039,0
2024-01-01 02:13:00,28.599,1016.001,0.8017,57.062,219.497,0
2024-01-01 02:14:00,27.996,1015.099,0.602,56.047,221.283,0
2024-01-01 02:15:00,28.244,1015.453,0.6406,59.086,221.058,0
2024-01-01 02:16:00,28.929,1015.929,0.71,58.038,220.689,0
2024-01-01 02:17:00,29.212,1016.403,0.6016,56.658,222.856,0
2024-01-01 02:18:00,29.812,1015.977,0.6133,57.726,220.123,0
2024-01-01 02:19:00,30.291,1016.725,0.6466,56.906,221.993,0
2024-01-01 02:20:00,29.061,1015.638,0.6235,60.048,223.481,0
2024-01-01 02:21:00,28.379,1015.444,0.6334,58.451,222.38,0
2024-01-01 02:22:00,27.828,1017.869,0.632,58.64,221.278,0
2024-01-01 02:23:00,29.047,1016.017,0.6544,53.64,220.183,0
2024-01-01 02:24:00,28.526,1015.122,0.6188,57.544,219.963,0
2024-01-01 02:25:00,28.744,1015.138,0.6579,60.774,220.921,0
2024-01-01 02:26:00,28.665,1014.935,0.6721,59.643,220.653,0
2024-01-01 02:27:00,28.92,1016.435,0.6415,54.887,220.628,0
2024-01-01 02:28:00,29.542,1015.39,0.6139,57.192,221.029,0
2024-01-01 02:29:00,29.106,1015.779,0.7034,55.864,221.26,0
2024-01-01 02:30:00,28.967,1015.622,0.5967,60.237,221.855,0
2024-01-01 02:31:00,28.547,1016.254,0.6289,58.041,220.139,0
2024-01-01 02:32:00,28.246,1014.987,0.6636,56.528,220.702,0
2024-01-01 02:33:00,28.858,1014.799,0.6176,57.735,221.232,0
2024-01-01 02:34:00,29.092,1015.835,0.6134,53.777,221.203,0
2024-01-01 02:35:00,30.021,1016.132,0.5994,56.064,223.242,0
2024-01-01 02:36:00,29.219,1015.913,0.6217,57.751,221.645,0
2024-01-01 02:37:00,29.663,1014.995,0.7259,58.969,219.807,0
2024-01-01 02:38:00,28.939,1016.18,0.5931,54.792,221.845,0
2024-01-01 02:39:00,28.614,1015.038,0.5939,57.136,221.98,0
2024-01-01 02:40:00,28.74,1015.211,0.7053,59.227,221.316,0
2024-01-01 02:41:00,28.877,1014.869,0.8444,55.539,220.235,0
2024-01-01 02:42:00,30.321,1016.66,0.6371,58.064,223.213,0
2024-01-01 02:43:00,28.862,1016.122,0.8373,57.823,220.392,0
2024-01-01 02:44:00,29.708,1016.094,0.6275,60.3,222.13,0
2024-01-01 02:45:00,28.854,1016.603,0.6282,57.387,221.676,0
2024-01-01 02:46:00,29.787,1017.851,0.6517,57.478,222.083,0
2024-01-01 02:47:00,29.529,1014.229,0.7744,59.022,223.196,0
2024-01-01 02:48:00,29.274,1015.001,0.6027,55.754,222.057,0
2024-01-01 02:49:00,29.347,1015.094,0.6234,57.416,220.944,0
2024-01-01 02:50:00,29.055,1014.901,0.7197,57.067,222.615,0
2024-01-01 02:51:00,29.621,1014.715,0.7103,57.546,220.885,0
2024-01-01 02:52:00,29.185,1015.332,0.6955,59.031,221.686,0
2024-01-01 02:53:00,28.815,1014.594,0.6424,58.593,220.236,0
2024-01-01 02:54:00,28.803,1015.83,0.6418,56.643,220.502,0
2024-01-01 02:55:00,29.543,1015.599,0.6203,57.974,221.593,0
2024-01-01 02:56:00,30.26,1015.937,0.5839,60.008,221.916,0
2024-01-01 02:57:00,29.564,1015.954,0.6014,56.529,219.852,0
2024-01-01 02:58:00,29.439,1016.025,0.648,57.998,222.058,0
2024-01-01 02:59:00,29.655,1015.239,0.6012,57.494,220.747,0
2024-01-01 03:00:00,30.178,1017.229,0.5939,57.692,222.853,0
2024-01-01 03:01:00,29.648,1015.715,0.5773,55.344,221.227,0
2024-01-01 03:02:00,29.346,1014.032,0.6579,59.91,220.462,0
2024-01-01 03:03:00,30.118,1014.715,0.6134,56.636,221.667,0
2024-01-01 03:04:00,29.792,1014.12,0.5979,59.34,220.681,0
2024-01-01 03:05:00,30.358,1015.521,0.6279,56.872,222.873,0
2024-01-01 03:06:00,29.694,1015.404,0.5808,56.869,221.61,0
2024-01-01 03:07:00,29.002,1015.122,0.676,59.63,221.464,0
2024-01-01 03:08:00,28.942,1017.1,0.6121,59.305,222.213,0
2024-01-01 03:09:00,30.464,1015.925,0.6698,58.13,220.622,0
2024-01-01 03:10:00,30.512,1016.062,0.5696,58.962,220.344,0
2024-01-01 03:11:00,29.572,1014.731,0.5768,57.39,222.047,0
2024-01-01 03:12:00,29.481,1014.671,0.5721,57.814,220.545,0
2024-01-01 03:13:00,30.415,1015.494,0.5786,56.837,220.55,0
2024-01-01 03:14:00,29.141,1015.598,0.6263,59.189,222.493,0
2024-01-01 03:15:00,29.258,1013.969,0.5699,56.796,222.187,0
2024-01-01 03:16:00,30.038,1015.304,0.7171,60.066,220.413,0
2024-01-01 03:17:00,29.529,1015.454,0.6102,57.368,221.054,0
2024-01-01 03:18:00,29.734,1015.265,0.6379,57.875,220.775,0
2024-01-01 03:19:00,29.665,1014.781,0.7166,58.986,223.46,0
2024-01-01 03:20:00,29.925,1014.995,0.5803,57.886,245.102,1
2024-01-01 03:21:00,30.47,1015.279,0.6186,57.407,221.274,0
2024-01-01 03:22:00,29.821,1015.488,0.5606,57.811,222.276,0
2024-01-01 03:23:00,30.106,1015.894,0.5584,59.2,220.349,0
2024-01-01 03:24:00,28.768,1016.269,0.588,56.868,221.038,0
2024-01-01 03:25:00,29.778,1015.163,0.606,57.675,221.82,0
2024-01-01 03:26:00,29.389,1015.028,0.6143,57.883,222.173,0
2024-01-01 03:27:00,29.21,1015.737,0.6506,59.167,221.628,0
2024-01-01 03:28:00,29.389,1015.87,0.6341,57.723,221.979,0
2024-01-01 03:29:00,29.669,1015.028,0.593,60.588,221.814,0
2024-01-01 03:30:00,30.302,1016.002,0.5802,57.643,221.577,0
2024-01-01 03:31:00,29.188,1016.148,0.5714,57.524,221.45,0
2024-01-01 03:32:00,29.874,1016.392,0.5461,57.627,221.324,0
2024-01-01 03:33:00,29.624,1016.775,0.6021,96.115,221.987,1
2024-01-01 03:34:00,29.71,1014.653,0.6402,56.333,222.171,0
2024-01-01 03:35:00,30.382,1015.352,0.6165,57.095,221.963,0
2024-01-01 03:36:00,30.156,1015.344,0.5625,59.597,220.591,0
2024-01-01 03:37:00,30.562,1015.25,0.5718,57.846,220.776,0
2024-01-01 03:38:00,29.823,1014.803,0.5626,57.171,222.178,0
2024-01-01 03:39:00,29.558,1014.128,0.5675,59.74,223.255,0
2024-01-01 03:40:00,29.8,1015.385,0.5764,60.23,221.941,0
2024-01-01 03:41:00,30.039,1014.69,0.5403,59.788,221.381,0
2024-01-01 03:42:00,30.012,1015.368,0.5483,56.628,222.021,0
2024-01-01 03:43:00,29.387,1014.658,0.539,95.649,220.665,1
2024-01-01 03:44:00,29.979,1014.407,0.5324,60.633,223.115,0
2024-01-01 03:45:00,30.053,1015.468,0.5492,58.276,221.997,0
2024-01-01 03:46:00,31.203,1015.395,0.557,57.515,221.145,0
2024-01-01 03:47:00,30.887,1015.732,0.5535,58.996,221.652,0
2024-01-01 03:48:00,29.526,1017.011,0.529,59.432,221.296,0
2024-01-01 03:49:00,29.813,1015.478,0.6117,57.066,223.139,0
2024-01-01 03:50:00,29.229,1015.638,0.533,58.254,221.629,0
2024-01-01 03:51:00,29.669,1014.381,0.5694,59.317,221.99,0
2024-01-01 03:52:00,30.126,1014.208,0.5707,56.189,222.413,0
2024-01-01 03:53:00,30.575,1016.497,0.5272,57.95,221.102,0
2024-01-01 03:54:00,29.611,1014.486,0.5215,56.261,222.04,0
